,politician,source,title,author,description,content,url,urlToImage,publishedAt,url_image,date_published
20,Doris Achelwilm,taz.de,"Regenbogenfamilien in Deutschland: Vater, Mutter, Mutter, Kinder",Ruth Lang Fuentes,"Alternative Familienmodelle werden in Deutschland immer häufiger, aber haben bürokratische Hürden. Karo, Lisa und Sören haben gemeinsam zwei Kinder.","Alternative Familienmodelle werden in Deutschland immer häufiger, aber haben bürokratische Hürden. Karo, Lisa und Sören haben gemeinsam zwei Kinder.
Nils, Sören, Karo und Lisa mit den beiden Söhnen,… [+8543 chars]",https://taz.de/Regenbogenfamilien-in-Deutschland/!5801668/,,,https://taz.de/picture/5148307/948/Regenbogenfamilie-1.jpeg,2021-10-08T14:49:00Z
21,Doris Achelwilm,Www.waz.de,Stimmabgabe: Bundestagswahl 2021: Ergebnisse und Hochrechnung für Bremen,Redaktion,Am 26. September wird in ganz Deutschland ein neuer Bundestag gewählt. Die Ergebnisse für Bremen finden Sie hier im Überblick.,"Berlin. Insgesamt leben in Bremen rund 680.000 Menschen, knapp 470.000 von ihnen sind wahlberechtigt und dürfen am Sonntag bei der Bundestagswahl ihre Stimme abgeben.
In Bremen gibt es insgesamt nur… [+2480 chars]",https://www.waz.de/politik/bremen-bundestagswahl-ergebnisse-hochrechnungen-prognosen-id233402509.html,,,https://img.morgenpost.de/img/incoming/crop233397371/913260778-w820-cv16_9-q85/5FA6680091A6D59C.jpg,2021-09-24T15:19:18Z
22,Doris Achelwilm,taz.de,Ergebnisse bei der Bundestagswahl: Der Norden ist rot,"Esther Geißlinger, Eiken Bruhn, Nadine Conti, Jan Kahlcke",In den norddeutschen Bundesländern sind SPD und Grüne noch stärker als im Bund und die CDU stürzt noch tiefer.,"In den norddeutschen Bundesländern sind SPD und Grüne noch stärker als im Bund und die CDU stürzt noch tiefer.
Sonnenaufgang an der Ostseeküste: Rot ist die Farbe der Stunde Foto: dpa / Jens Büttner… [+4243 chars]",https://taz.de/Ergebnisse-bei-der-Bundestagswahl/!5803846/,,,https://taz.de/picture/5128553/948/243245334-1.jpeg,2021-09-28T07:36:00Z
23,Doris Achelwilm,taz.de,Wahlergebnisse bei der Bundestagswahl: Der Norden ist rot,"Esther Geißlinger, Eiken Bruhn, Nadine Conti, Jan Kahlcke",In den norddeutschen Bundesländern sind SPD und Grüne noch stärker als im Bund und die CDU stürzt noch tiefer.,"In den norddeutschen Bundesländern sind SPD und Grüne noch stärker als im Bund und die CDU stürzt noch tiefer.
Sonnenaufgang an der Ostseeküste: Rot ist die Farbe der Stunde Foto: dpa / Jens Büttner… [+4243 chars]",https://taz.de/Wahlergebnisse-bei-der-Bundestagswahl/!5803846/,,,https://taz.de/picture/5128553/948/243245334-1.jpeg,2021-09-28T07:36:00Z
24,Gökay Akbulut,DIE WELT,Deutscher in der Türkei wegen „Propaganda für eine Terrororganisation“ verurteilt,WELT,Wegen regierungskritischer Tweets war ein Deutscher im Juli in der Türkei verhaftet worden. Nun hat ihn ein Gericht zu knapp drei Jahren Haft verurteilt. Der Vorwurf: Terrorpropaganda.,Der Bochumer Mahmut Güne ist in der Türkei wegen Terrorpropaganda für die verbotene kurdische Arbeiterpartei PKK verurteilt worden. Das Gericht im zentral-anatolischen Kirsehir habe den 46-Jährigen a… [+2058 chars],https://www.welt.de/politik/ausland/article234371414/Tuerkei-Deutscher-wegen-angeblicher-Terrorpropaganda-verurteilt.html,,,https://img.welt.de/img/politik/ausland/mobile234371758/5931359097-ci16x9-w1200/FILE-PHOTO-Twitter-app-is-seen-on-a-smartphone-in-this-illustrat.jpg,2021-10-12T14:34:26Z
25,Gökay Akbulut,taz.de,Pizzabäcker Mahmut Güneş aus Bochum: In der Türkei verurteilt,Jürgen Gottschlich,Der Deutsch-Kurde Mahmut Güneş soll Propaganda für die kurdische Arbeiterpartei PKK betrieben betrieben haben. Das Urteil: fast drei Jahre Haft.,"Der Deutsch-Kurde Mahmut Güne soll Propaganda für die kurdische Arbeiterpartei PKK betrieben betrieben haben. Das Urteil: fast drei Jahre Haft.
Soll Terrorpropaganda gemacht haben: Dafür wurde Mahmu… [+3032 chars]",https://taz.de/Pizzabaecker-Mahmut-Guene-aus-Bochum/!5804557/,,,https://taz.de/picture/5159636/948/28605185-1.jpeg,2021-10-12T15:17:00Z
26,Gökay Akbulut,DIE WELT,"„Für die Türkei ist es Terrorismus, wenn man die eigene Meinung sagt“","Frederik Schindler, Frederik Schindler","Die Kölner Linke-Politikerin Akbayir und der Bochumer Pizzabäcker Güneş äußern sich kritisch über die türkische Regierung – und werden nach der Einreise in ihr Heimatland festgenommen. Vorwurf: Terrorpropaganda. Es sind nicht die einzigen Deutschen, die dort …",Zeliha Güne hat die Stimme ihres Vaters seit dem 31. Juli nicht mehr gehört. An diesem Tag wurde der Bochumer Pizzabäcker mit kurdisch-alevitischen Wurzeln am Flughafen im türkischen Kayseri festgeno… [+5380 chars],https://www.welt.de/politik/deutschland/article234304918/Festsetzung-von-Deutschen-Fuer-die-Tuerkei-ist-es-Terrorismus-wenn-man-die-eigene-Meinung-sagt.html,,,https://img.welt.de/img/politik/deutschland/mobile234304916/4521353457-ci16x9-w1200/Hamide-Akbayir-und-Mahmut-Guene.jpg,2021-10-10T15:12:46Z
27,Gökay Akbulut,Anadolu Agency,Almanya'da 18 Türk kökenli aday milletvekili seçildi,,"Almanya'da dün yapılan genel seçimde, 18 Türk asıllı aday, milletvekili olarak Federal Meclise (Bundestag) girmeye hak kazandı. - Anadolu Ajansı","Geçici ilk resmi sonuçlara göre, Aydan Özouz, Hakan Demir, Metin Hakverdi, Macit Karaahmetolu, Derya Türk-Nachbaur, Mahmut Özdemir, Cansel Kzltepe, Gülistan Yüksel ve Nezahat Baradari, Sosyal Demokra… [+758 chars]",https://www.aa.com.tr/tr/dunya/almanyada-18-turk-kokenli-aday-milletvekili-secildi/2375879,,,https://cdnuploads.aa.com.tr/uploads/Contents/2021/09/27/thumbs_b_c_c0bfeab4a8ac2ef9e63fb5a52d2522f4.jpg,2021-09-27T08:17:56Z
28,Gökay Akbulut,Haberturk.com,Almanya'da koalisyon arayışları,Habertürk,"SON DAKİKA HABERLER! Almanya'da dün gerçekleşen seçimlerin resmi olmayan sonuçlarına göre Maliye Bakanı Scholz'u aday gösteren Sosyal Demokrat Parti (SPD) oyların yüzde 25,7'sini alarak birinci oldu. Scholz, SPD'nin Yeşiller ve Hür Demokrat Partisi ile koalis…","Almanyada 16 yllk Angela Merkel dönemini sonlandracak seçimler dün gerçekleti. Resmi olmayan sonuçlara göre, Merkelin partisi Hristiyan Demokrat Birlik Partisi (CDU) kinci Dünya Sava'ndan sonra yapla… [+2561 chars]",https://www.haberturk.com/son-dakika-almanya-merkel-sonrasi-doneme-hazirlaniyor-koalisyon-arayislari-basladi-3203460,,,https://im.haberturk.com/2021/09/27/ver1632732315/3203460_1200x627.jpg,2021-09-27T08:43:25Z
29,Gökay Akbulut,Haber7.com,Almanya seçimlerinde Meclis'e giren Türk milletvekili sayısı belli oldu,Haber7.com,"Almanya'da dün yapılan genel seçimde, 18 Türk asıllı aday, milletvekili olarak Federal Meclise (Bundestag) girmeye hak kazandı.","Almanya'da geçici ilk resmi sonuçlara göre, Aydan Özouz, Hakan Demir, Metin Hakverdi, Macit Karaahmetolu, Derya Türk-Nachbaur, Mahmut Özdemir, Cansel Kzltepe, Gülistan Yüksel ve Nezahat Baradari, Sos… [+690 chars]",https://www.haber7.com/dunya/haber/3144895-almanya-secimlerinde-meclise-giren-turk-milletvekili-sayisi-belli-oldu,,,https://i20.haber7.net/resize/1240x720//haber/haber7/photos/2021/39/almanyada_genel_secim_sonucu_meclise_giren_turk_sayisi_belli_oldu_1632734422_6892.jpg,2021-09-27T09:21:00Z
30,Gökay Akbulut,Hurriyet Daily News,18 lawmakers of Turkish descent win seat in Germany’s Bundestag,hurriyetdailynews.com,"Eighteen candidates of Turkish descent have been elected as lawmakers in Germany’s federal parliament, Bundestag, in the country’s elections that took place on Sept. 26.","BERLIN
Eighteen candidates of Turkish descent have been elected as lawmakers in Germanys federal parliament, Bundestag, in the countrys elections that took place on Sept. 26.
The Social Democratic … [+1539 chars]",https://www.hurriyetdailynews.com/18-lawmakers-of-turkish-descent-win-seat-in-germanys-bundestag-168214,,,https://i.hurimg.com/i/hdn/75/200x200/6152d5254e3fe016bc068a4c.jpeg,2021-09-28T08:41:10Z
31,Gökay Akbulut,Sozcu.com.tr,Almanya’da Federal Meclis’e 19 Türk kökenli vekil seçildi,Sözcü,"Yeni hükümet kurmak üzere genel seçime giden Almanyada oyların yüzde 25.7sini alan Sosyal Demokrat Parti (SPD) seçimin galibi oldu. Parlamentoya giren milletvekilleri de netleşirken Almanya Federal Seçim Kurulu, 19 Türk kökenli vekilin Federal Meclise girme b…","Yaynlanma:12:02 - 27 Eylül 2021
<ul><li>Yazlar büyüt</li><li>Yazlar küçült</li><li>Standart boyut</li></ul>
Yeni hükümet kurmak üzere genel seçime giden Almanya’da oylarn yüzde 25.7’sini alan Sosya… [+2287 chars]",https://www.sozcu.com.tr/2021/dunya/almanyada-federal-meclise-19-turk-kokenli-vekil-secildi-6672754/,,,https://i.sozcu.com.tr/wp-content/uploads/2021/09/27/iecrop/4155514_16_9_1632733298-670x371.jpg,2021-09-27T09:02:01Z
32,Gökay Akbulut,Haber7.com,Bandırmaspor 3 puanı 2 golle aldı,Haber7.com,"TFF 1. Lig 7. hafta mücadelesinde Royal Hastanesi Bandırmaspor, sahasında Altıordu’yu 2-1 mağlup etti.","TFF 1. Lig 7. haftasnda Royal Hastanesi Bandrmaspor, sahasnda konuk ettii Altnordu'yu 2-1 yendi.
MAÇTAN DAKKALAR
10uncu dakikada Bandrmaspor mutlak gol ansn deerlendiremedi. Akabuezenin pasyla bir … [+1660 chars]",https://spor.haber7.com/birinci-lig/haber/3144611-bandirmaspor-3-puani-2-golle-aldi,,,https://i20.haber7.net/resize/1240x720//haber/haber7/photos/2021/38/bandirmaspor_3_puani_2_golle_aldi_1632661545_9304.jpg,2021-09-26T13:06:00Z
33,Gökay Akbulut,Haber7.com,Alman Federal Meclisi'ne Türk kökenli başkan iddiası!,Haber7.com,"Alman Der Tagesspiegel gazetesinin SPD’li kaynaklarına dayandırdığı haberine göre, Federal Meclis Başkanlığı için Türk kökenli SPD milletvekili Aydan Özoğuz'un ismi geçiyor.","Almanyada 26 Eylülde gerçekleen seçimler sonunda Sosyal Demokrat Parti (SPD) sandktan birinci çkt. SPD'nin hükümet kurma çalmalar devam ederken, Federal Meclis Bakanlna ilk kez Türk kökenli bir kadnn… [+1729 chars]",https://www.haber7.com/dunya/haber/3145976-alman-federal-meclisine-turk-kokenli-baskan-iddiasi,,,https://i20.haber7.net/resize/1240x720//haber/haber7/photos/2021/39/alman_federal_meclisine_turk_kokenli_baskan_iddiasi_1632986316_4288.jpg,2021-09-30T07:19:00Z
